Affluence,Capacite,Journee,Jours,Date,Heure,Domicile,Resultat,exterieur,Derby,Victoire_dom,Dom_plac_joun,ext_plac_joun,Dom_plac_final,ext_plac_final
24551,50000,1,sam,21/07/1989,20:30,Olympique de lyonnais,1-4,Olympique de Marseille,1,42.1,18,1,8,1
15572,50000,2,ven,29/07/1989,20:30,Olympique de lyonnais,3-0,Toulouse FC,0,42.1,7,8,8,9
15753,50000,4,ven,05/08/1989,20:30,Olympique de lyonnais,2-0,OGC Nice,0,42.1,8,13,8,18
23791,50000,6,ven,19/08/1989,20:30,Olympique de lyonnais,0-4,FC Sochaux-Montbeliard,0,42.1,9,4,8,4
17423,50000,8,mer,30/08/1989,20:30,Olympique de lyonnais,1-1,Racing Paris 1,0,42.1,13,14,8,19
14214,50000,10,ven,16/09/1989,20:30,Olympique de lyonnais,2-1,Lille OSC,0,42.1,14,18,8,17
14927,50000,12,ven,30/09/1989,20:30,Olympique de lyonnais,2-1,SM Caen,0,42.1,6,16,8,16
18811,50000,14,sam,13/10/1989,20:30,Olympique de lyonnais,0-2,AS Monaco,0,42.1,13,7,8,3
26480,50000,16,ven,28/10/1989,20:30,Olympique de lyonnais,0-0,Girondins de Bordeaux FC,0,42.1,9,2,8,2
12935,50000,18,mer,08/11/1989,20:30,Olympique de lyonnais,3-1,FC Mulhouse,0,42.1,7,17,8,20
15423,50000,23,dim,17/12/1989,15:00,Olympique de lyonnais,0-0,FC Metz,0,42.1,7,14,8,14
16853,50000,25,dim,11/02/1990,15:00,Olympique de lyonnais,3-1,Montpellier Herault SC,0,42.1,7,19,8,13
39467,50000,27,dim,25/02/1990,15:00,Olympique de lyonnais,0-0,AS Saint-Etienne,1,42.1,6,8,8,15
25446,50000,21,mer,14/03/1990,20:30,Olympique de lyonnais,0-0,FC Nantes,0,42.1,7,8,8,7
15568,50000,29,ven,17/03/1990,20:30,Olympique de lyonnais,4-0,Brest Armorique FC,0,42.1,6,13,8,10
19205,50000,31,ven,31/03/1990,20:30,Olympique de lyonnais,0-1,AS Cannes,0,42.1,6,12,8,11
17618,50000,33,ven,14/04/1990,20:30,Olympique de lyonnais,1-2,Paris Saint-Germain FC,1,42.1,9,4,8,5
14185,50000,35,ven,28/04/1990,20:30,Olympique de lyonnais,3-2,SC Toulon et du Var,0,42.1,9,14,8,12
29557,50000,37,ven,12/05/1990,20:30,Olympique de lyonnais,1-1,AJ Auxerre,0,42.1,9,6,8,6
23000,50000,2,ven,28/07/1990,20:30,Olympique de lyonnais,1-0,AS Cannes,0,63.2,5,10,5,4
36151,50000,4,ven,11/08/1990,20:30,Olympique de lyonnais,2-2,Olympique de Marseille,1,63.2,11,1,5,1
22851,50000,6,ven,25/08/1990,20:30,Olympique de lyonnais,1-0,FC Sochaux-Montbeliard,0,63.2,6,14,5,18
21275,50000,8,ven,08/09/1990,20:30,Olympique de lyonnais,2-0,Brest Armorique FC,0,63.2,7,5,5,11
19246,50000,10,ven,22/09/1990,20:30,Olympique de lyonnais,0-0,Stade Rennais FC,0,63.2,4,18,5,20
23972,50000,12,ven,06/10/1990,20:30,Olympique de lyonnais,3-3,Montpellier Herault SC,0,63.2,11,5,5,7
18653,50000,14,ven,27/10/1990,20:30,Olympique de lyonnais,1-0,OGC Nice,0,63.2,10,19,5,14
19943,50000,17,ven,24/11/1990,20:30,Olympique de lyonnais,2-1,Lille OSC,0,63.2,10,11,5,6
15475,50000,21,dim,23/12/1990,15:00,Olympique de lyonnais,4-1,Toulouse FC,0,63.2,5,20,5,19
12018,50000,23,sam,18/01/1991,20:30,Olympique de lyonnais,1-0,AS Monaco,0,63.2,6,2,5,2
14836,50000,19,mer,30/01/1991,20:30,Olympique de lyonnais,2-0,FC Nantes,0,63.2,5,8,5,15
19529,50000,25,dim,03/02/1991,15:00,Olympique de lyonnais,0-0,Paris Saint-Germain FC,1,63.2,5,8,5,9
12964,50000,29,ven,02/03/1991,20:30,Olympique de lyonnais,0-1,AS Nancy Lorraine,0,63.2,8,14,5,17
15154,50000,31,ven,23/03/1991,20:30,Olympique de lyonnais,1-0,AJ Auxerre,0,63.2,9,3,5,3
37131,50000,27,mar,26/03/1991,20:00,Olympique de lyonnais,1-1,AS Saint-Etienne,1,63.2,6,10,5,13
14770,50000,33,ven,13/04/1991,20:30,Olympique de lyonnais,1-1,SC Toulon et du Var,0,63.2,9,15,5,16
12096,50000,34,ven,20/04/1991,20:30,Olympique de lyonnais,3-2,SM Caen,0,63.2,8,11,5,8
16977,50000,36,sam,10/05/1991,20:30,Olympique de lyonnais,3-1,FC Metz,0,63.2,5,11,5,12
39521,50000,38,sam,24/05/1991,20:30,Olympique de lyonnais,1-0,Girondins de Bordeaux FC,0,63.2,5,10,5,10
35000,50000,2,ven,27/07/1991,20:30,Olympique de lyonnais,1-1,Olympique de Marseille,1,42.1,15,4,16,1
18451,50000,4,ven,03/08/1991,20:30,Olympique de lyonnais,1-0,Montpellier Herault SC,0,42.1,12,18,16,6
17410,50000,6,ven,17/08/1991,20:30,Olympique de lyonnais,0-0,AS Cannes,0,42.1,13,15,16,19
16654,50000,7,ven,24/08/1991,20:30,Olympique de lyonnais,2-2,SM Caen,0,42.1,12,11,16,5
20766,50000,9,ven,07/09/1991,20:30,Olympique de lyonnais,0-1,Paris Saint-Germain FC,1,42.1,17,4,16,3
14245,50000,11,ven,21/09/1991,20:30,Olympique de lyonnais,1-1,SC Toulon et du Var,0,42.1,14,17,16,14
27673,50000,13,dim,06/10/1991,19:00,Olympique de lyonnais,0-0,AS Saint-Etienne,1,42.1,16,15,16,10
12151,50000,15,ven,26/10/1991,20:30,Olympique de lyonnais,1-0,Toulouse FC,0,42.1,17,15,16,11
12582,50000,17,ven,09/11/1991,20:30,Olympique de lyonnais,1-1,RC Lens,0,42.1,18,13,16,8
12667,50000,19,ven,23/11/1991,20:30,Olympique de lyonnais,0-1,FC Nantes,0,42.1,18,7,16,9
11672,50000,21,ven,07/12/1991,20:30,Olympique de lyonnais,2-1,AS Nancy Lorraine,0,42.1,16,20,16,20
12368,50000,23,mer,18/12/1991,20:30,Olympique de lyonnais,2-0,AS Monaco,0,42.1,16,2,16,2
11638,50000,26,ven,25/01/1992,20:30,Olympique de lyonnais,1-0,Lille OSC,0,42.1,15,12,16,13
11978,50000,28,ven,08/02/1992,20:30,Olympique de lyonnais,3-1,Stade Rennais FC,0,42.1,15,18,16,18
13497,50000,30,ven,29/02/1992,20:30,Olympique de lyonnais,1-0,Nîmes Olympique,0,42.1,15,16,16,15
13300,50000,32,ven,21/03/1992,20:30,Olympique de lyonnais,0-1,FC Sochaux-Montbeliard,0,42.1,15,17,16,17
11483,50000,34,ven,04/04/1992,20:30,Olympique de lyonnais,0-0,FC Metz,0,42.1,15,12,16,12
19872,50000,36,ven,18/04/1992,20:30,Olympique de lyonnais,1-0,AJ Auxerre,0,42.1,15,5,16,4
16818,50000,38,sam,01/05/1992,20:30,Olympique de lyonnais,0-2,Havre AC,0,42.1,16,7,16,7
15765,50000,2,ven,15/08/1992,20:30,Olympique de lyonnais,0-2,FC Nantes Atlantique,0,31.6,15,5,14,5
27641,50000,4,ven,29/08/1992,20:30,Olympique de lyonnais,2-2,Olympique de Marseille,1,31.6,17,5,14,1
17292,50000,6,ven,12/09/1992,20:30,Olympique de lyonnais,2-2,RC Strasbourg,0,31.6,16,9,14,8
15444,50000,8,sam,25/09/1992,20:30,Olympique de lyonnais,2-1,Montpellier Herault SC,0,31.6,14,10,14,10
26227,50000,10,mer,07/10/1992,20:30,Olympique de lyonnais,1-1,Paris Saint-Germain FC,1,31.6,14,1,14,2
14132,50000,12,ven,24/10/1992,20:30,Olympique de lyonnais,1-1,FC Metz,0,31.6,14,10,14,12
11395,50000,15,sam,20/11/1992,20:30,Olympique de lyonnais,1-1,Havre AC,0,31.6,14,13,14,15
18996,50000,17,jeu,03/12/1992,20:30,Olympique de lyonnais,1-1,AJ Auxerre,0,31.6,11,4,14,6
27208,50000,19,ven,19/12/1992,20:30,Olympique de lyonnais,0-0,AS Monaco,0,31.6,10,3,14,3
13711,50000,21,ven,16/01/1993,19:30,Olympique de lyonnais,3-1,FC Sochaux-Montbeliard,0,31.6,9,12,14,16
15265,50000,23,ven,30/01/1993,19:30,Olympique de lyonnais,1-0,SM Caen,0,31.6,10,13,14,11
11635,50000,25,mer,10/02/1993,19:30,Olympique de lyonnais,2-1,US Valenciennes-Anzin,0,31.6,9,16,14,18
39883,50000,27,sam,26/02/1993,19:30,Olympique de lyonnais,0-2,AS Saint-Etienne,1,31.6,10,6,14,7
11975,50000,29,ven,20/03/1993,20:30,Olympique de lyonnais,1-0,Toulouse FC,0,31.6,9,15,14,13
11116,50000,31,ven,10/04/1993,20:30,Olympique de lyonnais,1-3,Lille OSC,0,31.6,10,16,14,17
6000,50000,32,mer,14/04/1993,20:30,Olympique de lyonnais,1-1,SC Toulon et du Var,0,31.6,10,19,14,19
9267,50000,34,ven,08/05/1993,20:30,Olympique de lyonnais,0-1,Nîmes Olympique,0,31.6,12,20,14,20
10030,50000,36,ven,22/05/1993,20:30,Olympique de lyonnais,3-1,RC Lens,0,31.6,11,9,14,9
13896,50000,38,mer,02/06/1993,20:30,Olympique de lyonnais,2-3,FC Girondins de Bordeaux,0,31.6,14,4,14,4
22800,50000,2,ven,31/07/1993,20:00,Olympique de lyonnais,2-0,SM Caen,0,31.6,6,16,8,16
23316,50000,4,mer,11/08/1993,20:00,Olympique de lyonnais,2-0,FC Metz,0,63.2,5,14,8,12
23367,50000,7,mer,01/09/1993,20:00,Olympique de lyonnais,0-0,FC Martigues,0,63.2,8,5,8,18
30022,50000,9,ven,18/09/1993,20:00,Olympique de lyonnais,1-3,Paris Saint-Germain FC,1,63.2,14,2,8,1
16323,50000,11,dim,03/10/1993,18:30,Olympique de lyonnais,2-1,FC Nantes Atlantique,0,63.2,13,8,8,5
13482,50000,13,ven,16/10/1993,20:00,Olympique de lyonnais,1-1,Havre AC,0,63.2,12,17,8,17
36205,50000,15,sam,29/10/1993,20:00,Olympique de lyonnais,1-0,AS Saint-Etienne,1,63.2,13,11,8,11
23382,50000,17,mar,09/11/1993,20:30,Olympique de lyonnais,1-0,Olympique de Marseille,1,63.2,12,3,8,2
13454,50000,19,ven,27/11/1993,20:00,Olympique de lyonnais,2-1,RC Strasbourg,0,63.2,11,8,8,13
13760,50000,21,ven,11/12/1993,20:00,Olympique de lyonnais,1-1,SCO Angers,0,63.2,13,20,8,20
12000,50000,23,ven,15/01/1994,19:30,Olympique de lyonnais,1-0,FC Sochaux-Montbeliard,0,63.2,10,12,8,14
18350,50000,24,ven,29/01/1994,19:30,Olympique de lyonnais,1-0,AJ Auxerre,0,63.2,9,5,8,3
15000,50000,26,mer,09/02/1994,20:00,Olympique de lyonnais,1-2,RC Lens,0,63.2,10,9,8,10
15000,50000,28,sam,25/02/1994,19:30,Olympique de lyonnais,2-2,AS Cannes,0,63.2,11,7,8,6
20000,50000,30,sam,11/03/1994,20:00,Olympique de lyonnais,1-0,AS Monaco,0,63.2,10,8,8,9
10000,50000,32,ven,02/04/1994,20:00,Olympique de lyonnais,1-0,Toulouse FC,0,63.2,8,19,8,19
12500,50000,34,ven,09/04/1994,20:00,Olympique de lyonnais,4-2,FC Girondins de Bordeaux,0,63.2,9,5,8,4
13500,50000,36,ven,30/04/1994,20:00,Olympique de lyonnais,0-0,Lille OSC,0,63.2,10,16,8,15
20000,50000,38,ven,21/05/1994,20:00,Olympique de lyonnais,3-2,Montpellier Herault SC,0,63.2,8,7,8,7
28000,45000,2,mar,02/08/1994,20:00,Olympique de lyonnais,3-1,AS Monaco,0,73.7,2,19,2,6
25000,45000,4,ven,13/08/1994,20:00,Olympique de lyonnais,1-0,FC Metz,0,73.7,1,18,2,8
20000,45000,7,mer,31/08/1994,20:00,Olympique de lyonnais,1-0,SM Caen,0,73.7,3,20,2,19
25000,45000,9,dim,18/09/1994,18:00,Olympique de lyonnais,2-0,Paris Saint-Germain FC,1,73.7,2,9,2,3
22500,45000,11,ven,01/10/1994,20:00,Olympique de lyonnais,1-1,OGC Nice,0,73.7,2,12,2,16
21572,45000,13,sam,14/10/1994,20:00,Olympique de lyonnais,3-0,Stade Rennais FC,0,73.7,2,11,2,13
25516,45000,15,jeu,27/10/1994,20:30,Olympique de lyonnais,1-1,FC Girondins de Bordeaux,0,73.7,3,8,2,7
14632,45000,17,mer,09/11/1994,20:00,Olympique de lyonnais,4-0,FC Sochaux-Montbeliard,0,73.7,4,18,2,20
19607,45000,19,ven,26/11/1994,20:00,Olympique de lyonnais,3-0,FC Martigues,0,73.7,3,9,2,11
17554,45000,21,ven,17/12/1994,20:00,Olympique de lyonnais,0-0,SC Bastia,0,73.7,3,17,2,15
21370,45000,23,ven,21/01/1995,20:00,Olympique de lyonnais,3-1,AS Cannes,0,73.7,3,4,2,9
30430,45000,24,ven,28/01/1995,20:00,Olympique de lyonnais,3-0,AJ Auxerre,0,73.7,3,6,2,4
20222,45000,26,ven,11/02/1995,20:00,Olympique de lyonnais,3-1,Lille OSC,0,73.7,2,15,2,14
40397,45000,28,ven,04/03/1995,20:00,Olympique de lyonnais,1-0,AS Saint-Etienne,1,73.7,3,14,2,18
22125,45000,32,sam,07/04/1995,20:30,Olympique de lyonnais,1-1,RC Lens,0,73.7,2,4,2,5
20180,45000,34,ven,29/04/1995,20:00,Olympique de lyonnais,2-0,Havre AC,0,73.7,3,10,2,12
21750,45000,36,ven,20/05/1995,20:00,Olympique de lyonnais,1-0,RC Strasbourg,0,73.7,2,10,2,10
36018,45000,38,mer,31/05/1995,20:00,Olympique de lyonnais,1-1,FC Nantes Atlantique,0,73.7,2,1,2,1
26500,43000,2,mer,26/07/1995,20:00,Olympique de lyonnais,3-2,Montpellier Herault SC,0,36.8,12,14,11,6
24427,43000,7,mar,29/08/1995,20:00,Olympique de lyonnais,1-1,FC Metz,0,36.8,16,2,11,4
21976,43000,4,sam,01/09/1995,20:00,Olympique de lyonnais,1-1,RC Strasbourg,0,36.8,14,8,11,9
23211,43000,9,ven,16/09/1995,20:00,Olympique de lyonnais,0-1,AJ Auxerre,0,36.8,18,4,11,1
37903,43000,11,ven,30/09/1995,20:00,Olympique de lyonnais,2-1,AS Saint-Etienne,1,36.8,16,15,11,19
30725,43000,13,ven,14/10/1995,20:00,Olympique de lyonnais,0-0,Paris Saint-Germain FC,1,36.8,14,4,11,2
21779,43000,15,sam,27/10/1995,20:00,Olympique de lyonnais,1-1,SC Bastia,0,36.8,14,10,11,15
19286,43000,17,mer,08/11/1995,20:00,Olympique de lyonnais,0-0,FC Gueugnon,0,36.8,16,18,11,18
16363,43000,19,ven,25/11/1995,20:00,Olympique de lyonnais,1-1,Lille OSC,0,36.8,15,17,11,17
22528,43000,21,ven,09/12/1995,20:00,Olympique de lyonnais,3-2,Havre AC,0,36.8,14,13,11,13
18302,43000,23,mer,10/01/1996,20:00,Olympique de lyonnais,0-0,RC Lens,0,36.8,14,2,11,5
16700,43000,24,ven,20/01/1996,20:00,Olympique de lyonnais,2-2,Stade Rennais FC,0,36.8,14,11,11,8
14060,43000,26,mer,07/02/1996,20:00,Olympique de lyonnais,5-1,FC Martigues,0,36.8,12,20,11,20
15212,43000,28,ven,17/02/1996,20:00,Olympique de lyonnais,1-0,OGC Nice,0,36.8,12,13,11,12
16314,43000,30,sam,01/03/1996,20:00,Olympique de lyonnais,1-0,FC Girondins de Bordeaux,0,36.8,11,16,11,16
23000,43000,32,ven,23/03/1996,20:00,Olympique de lyonnais,1-1,FC Nantes Atlantique,0,36.8,13,10,11,7
16552,43000,34,mer,10/04/1996,20:00,Olympique de lyonnais,1-1,EA Guingamp,0,36.8,11,8,11,10
22064,43000,36,ven,27/04/1996,20:00,Olympique de lyonnais,3-3,AS Monaco,0,36.8,11,4,11,3
20740,43000,38,ven,18/05/1996,20:00,Olympique de lyonnais,1-0,AS Cannes,0,36.8,11,14,11,14
20000,43000,2,sam,16/08/1996,20:00,Olympique de lyonnais,2-0,RC Strasbourg,0,57.9,9,19,8,9
23610,43000,4,mer,28/08/1996,20:00,Olympique de lyonnais,2-0,AS Nancy Lorraine,0,57.9,6,20,8,18
23570,43000,6,sam,06/09/1996,20:00,Olympique de lyonnais,1-1,Montpellier Herault SC,0,57.9,10,16,8,10
19881,43000,8,sam,20/09/1996,20:00,Olympique de lyonnais,3-1,AS Cannes,0,57.9,6,13,8,15
29740,43000,10,mer,02/10/1996,20:00,Olympique de lyonnais,1-1,Paris Saint-Germain FC,1,57.9,5,1,8,2
20847,43000,13,ven,19/10/1996,20:00,Olympique de lyonnais,0-0,FC Metz,0,57.9,9,6,8,5
18413,43000,15,ven,02/11/1996,20:00,Olympique de lyonnais,2-0,Stade Rennais FC,0,57.9,11,10,8,16
15707,43000,17,mer,13/11/1996,20:00,Olympique de lyonnais,3-1,OGC Nice,0,57.9,10,20,8,20
24068,43000,19,ven,23/11/1996,20:00,Olympique de lyonnais,2-2,FC Girondins de Bordeaux,0,57.9,9,4,8,4
10000,43000,21,ven,07/12/1996,20:00,Olympique de lyonnais,3-0,SM Caen,0,57.9,10,19,8,17
20000,43000,23,sam,20/12/1996,20:00,Olympique de lyonnais,0-1,FC Nantes Atlantique,0,57.9,9,8,8,3
21642,43000,25,dim,02/02/1997,20:45,Olympique de lyonnais,3-3,AS Monaco,0,57.9,10,1,8,1
12000,43000,27,sam,21/02/1997,18:30,Olympique de lyonnais,0-0,RC Lens,0,57.9,10,15,8,13
12000,43000,29,ven,15/03/1997,20:00,Olympique de lyonnais,2-1,EA Guingamp,0,57.9,9,11,8,12
17883,43000,30,ven,22/03/1997,20:00,Olympique de lyonnais,2-1,Havre AC,0,57.9,9,14,8,14
22399,43000,32,ven,05/04/1997,20:00,Olympique de lyonnais,2-0,AJ Auxerre,0,57.9,8,7,8,6
20000,43000,34,ven,26/04/1997,20:00,Olympique de lyonnais,4-2,SC Bastia,0,57.9,9,6,8,7
22445,43000,36,ven,03/05/1997,20:00,Olympique de lyonnais,0-0,Lille OSC,0,57.9,8,18,8,19
28250,43000,38,ven,24/05/1997,20:00,Olympique de lyonnais,8-0,Olympique de Marseille,1,57.9,8,11,8,11
18049,43000,1,ven,02/08/1997,20:00,Olympique de lyonnais,0-1,FC Metz,0,47.1,11,5,6,2
22893,43000,3,ven,16/08/1997,20:00,Olympique de lyonnais,0-3,AS Monaco,0,47.1,12,7,6,3
18144,43000,5,ven,30/08/1997,20:00,Olympique de lyonnais,0-2,SC Bastia,0,47.1,10,3,6,9
15213,43000,7,sam,12/09/1997,20:00,Olympique de lyonnais,3-1,RC Strasbourg,0,47.1,11,14,6,13
20959,43000,9,jeu,25/09/1997,18:30,Olympique de lyonnais,1-3,RC Lens,0,47.1,10,5,6,1
15414,43000,11,mer,08/10/1997,20:00,Olympique de lyonnais,1-2,Montpellier Herault SC,0,47.1,10,12,6,12
23817,43000,13,ven,25/10/1997,20:00,Olympique de lyonnais,0-0,Toulouse FC,0,47.1,11,9,6,15
24214,43000,14,sam,31/10/1997,20:00,Olympique de lyonnais,1-0,Paris Saint-Germain FC,1,47.1,11,1,6,8
15706,43000,16,sam,14/11/1997,20:00,Olympique de lyonnais,2-1,LB Châteauroux,0,47.1,9,15,6,17
19543,43000,18,ven,29/11/1997,20:00,Olympique de lyonnais,3-1,Stade Rennais FC,0,47.1,9,17,6,14
20693,43000,20,ven,13/12/1997,20:00,Olympique de lyonnais,0-1,Havre AC,0,47.1,9,14,6,10
29416,43000,22,ven,10/01/1998,20:00,Olympique de lyonnais,2-1,Olympique de Marseille,1,47.1,8,4,6,4
24359,43000,24,dim,25/01/1998,20:30,Olympique de lyonnais,1-0,AJ Auxerre,0,47.1,6,8,6,7
17169,43000,26,sam,13/02/1998,20:00,Olympique de lyonnais,1-0,EA Guingamp,0,47.1,6,14,6,16
25272,43000,28,sam,06/03/1998,18:30,Olympique de lyonnais,0-0,FC Nantes Atlantique,0,47.1,7,11,6,11
42210,43000,31,mar,07/04/1998,20:00,Olympique de lyonnais,1-1,FC Girondins de Bordeaux,0,47.1,7,6,6,5
37132,43000,33,ven,25/04/1998,20:00,Olympique de lyonnais,2-0,AS Cannes,0,47.1,6,17,6,18
22668,42000,2,sam,14/08/1998,18:30,Olympique de lyonnais,6-1,Toulouse FC,0,70.6,4,10,3,18
40727,42000,4,ven,29/08/1998,20:00,Olympique de lyonnais,1-1,AS Monaco,0,70.6,3,4,3,4
26172,42000,6,ven,19/09/1998,20:00,Olympique de lyonnais,3-1,RC Lens,0,70.6,2,10,3,6
37413,42000,9,sam,16/10/1998,20:30,Olympique de lyonnais,1-1,Paris Saint-Germain FC,1,70.6,5,10,3,9
31944,42000,11,jeu,29/10/1998,20:00,Olympique de lyonnais,0-0,Havre AC,0,70.6,6,15,3,15
27506,42000,13,mer,11/11/1998,20:00,Olympique de lyonnais,2-0,Montpellier Herault SC,0,70.6,5,10,3,8
40513,42000,15,jeu,19/11/1998,20:30,Olympique de lyonnais,2-1,Olympique de Marseille,1,70.6,4,1,3,2
24832,42000,17,jeu,03/12/1998,20:30,Olympique de lyonnais,2-1,FC Girondins de Bordeaux,0,70.6,5,1,3,1
21582,42000,19,mer,16/12/1998,20:00,Olympique de lyonnais,2-2,FC Lorient,0,70.6,6,16,3,16
15000,42000,23,ven,06/02/1999,20:00,Olympique de lyonnais,2-1,AS Nancy Lorraine,0,70.6,3,14,3,11
